name	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
refers to the protection of individuals , organizations , and properties against external threats that are likely to cause harm . It is clear that security is generally focused on ensuring that external factors do not cause trouble or unwelcome situation to the organization , individuals , and the properties within the premises	1717	0.20331335	0.00084748457	-0.038092453	6.0957837	-8.495243	-1.7404656	0.446334	0.28928134	0.50916606	-1	-1	14	-1
, on the other hand , promotes open collaboration which means lesser bugs and faster bug fixes with fewer complexities	815	-0.057828315	-0.02104325	-0.10616772	-1.2533847	4.0470295	11.005889	0.013574618	-0.47998515	0.18636309	-1	43	-1	39
does not often contain egg	626	0.056542683	0.12709422	0.060501676	4.2610064	-7.8386154	-14.160736	0.05942185	0.02083956	0.07372309	12	13	20	1
relay signals through the circulatory system ( blood stream )	8	-0.055525795	-0.056235954	0.14203642	-1.6624696	14.919266	-6.7146173	-0.11619295	0.6691944	0.120399445	-1	8	-1	27
while is believed to be genetic in nature	403	-0.093105294	0.09701989	0.009662191	-4.489797	-6.911855	6.3180776	0.33727798	-0.34375834	0.8774761	-1	25	-1	-1
in the case of , the adopting parents will take all the legal responsibilities , rights and benefits from the child ’s biological parents , and the child will lose its biological surname and inheritance rights	1086	0.041484334	-0.012650846	-0.033934083	-0.7092177	18.94439	-0.7556693	-0.5612908	0.4551717	0.6152331	-1	8	9	-1
use pre-filled cartridges so they do not accommodate a wide variety of e-juice flavors and manipulating the device to add more flavors is a little tricky . They mostly use menthol , tobacco , and mint to imitate a real smoking experience	682	0.16100697	0.059026692	0.06590524	7.7272587	-7.1504674	-15.843476	-0.165292	0.94486135	0.4613118	-1	14	-1	1
their counterpart does n’t require such as the has a different migratory pattern giving them pointier	1913	-0.14718208	-0.05312239	-0.098534696	2.427134	8.34803	12.2870655	-0.34094405	0.03774392	0.23858455	19	-1	18	-1
is caused by a noncancerous pituitary tumor , McCune - Albright syndrome , Carney complex , neurofibromatosis and also certain endocrine neoplasias	1028	-0.10729347	0.057539966	0.04306279	-9.415875	-8.454341	7.620167	0.426831	-0.19150443	0.6445455	26	28	22	35
is used for internal reporting particularly to the management for decision making	266	-0.09903272	0.17978306	0.03167949	-4.3575287	-5.5867143	2.7377853	0.32995987	0.26669776	0.4678873	-1	25	14	34
in a no weight shift is required as the player puts the weight on the front foot and keeps it there throughout the swing	1747	-0.015251967	-0.1392266	-0.10106232	8.77833	13.016863	1.5090768	0.2631322	-0.712767	0.32703334	-1	15	-1	-1
the word doesn\\u2019 t imply that two things are identical	1211	-0.08530698	-0.11136114	-0.0664725	2.9680502	0.2320993	-5.2850585	0.2718264	0.58424795	0.14464125	-1	39	-1	16
is another major greenhouse gas that has the chemical formula CO2	1436	-0.048771594	-0.009875737	-0.016578633	3.9503539	5.282406	6.080443	0.31739485	-0.26681665	0.4723764	-1	-1	22	-1
are used in the consumer market to promote new products	2005	-0.07681607	-0.1378171	0.19287851	-0.18632461	6.4615993	-12.353978	-0.021158803	-0.14590126	0.74339545	18	11	10	18
block out the external noise thereby delivering a far better music - listening experience . They are really good at capturing bass tones making them ideal for movies and PC games	240	-0.1293363	-0.08077753	-0.086521335	4.6163545	8.832034	11.906238	0.5752751	0.39983147	0.09429142	-1	42	13	40
have pronounced shades of yellow or peach	155	0.03555248	-0.080001585	0.13240169	-1.5820681	16.971222	-3.7548845	-0.6007551	0.2092649	0.6540688	-1	8	9	-1
they say that it is the amount of that flows through the heart of a person	39	0.09869456	0.17183715	0.010751169	-4.4361157	-9.495573	-10.1449175	0.25956282	0.62462115	-0.54531616	11	-1	-1	-1
show the flow of data	1676	0.007776311	-0.02187585	0.0038244033	4.87068	5.6269374	-0.65446424	1.0507184	-0.7971052	0.61054707	-1	-1	-1	-1
the combines all the values in a set of data to quantify the measure of spread . So bigger the spread , more the variation which results in a larger gap between the values in the data set . Variance is primarily used for statistical probability distribution to measure volatility from the mean and volatility is one of the measures of risk analysis which might help investors to determine the risk in investment portfolios . It is also one of the key aspects of asset allocation	1840	-0.006840083	0.037612073	0.17100997	-12.179252	0.8566657	-5.9705167	-0.514757	0.28980452	0.655573	2	-1	9	-1
are still required for some cases	1714	-0.036805104	-0.12126629	-0.13984856	15.201728	3.1391263	5.127703	-0.36812592	-0.26916945	0.4534411	-1	0	-1	5
climate	699	0.055141978	-0.10183434	0.033606127	-3.905025	11.621527	2.2698915	-0.30696136	0.21421625	-0.30047548	16	27	-1	33
the does n’t have a memory card slot and you are basically stuck with what you started with . You do have the choice between the 16 GB , 32 GB , and 64 GB models . You should choose carefully to match your needs and budget . But of course , if bigger is always better	10	0.04174864	-0.070762046	-0.02379354	-0.32553697	10.833007	5.881558	-0.07130546	0.16951	0.09032227	-1	-1	-1	-1
people who suffer from do not	1558	-0.026765866	0.05333674	0.15326215	-11.630305	0.9041596	-6.541266	-0.21921971	-0.42681703	0.6500074	-1	-1	-1	-1
a can not be used to get over bunker or water	1739	-0.06976172	0.0018930332	-0.05688924	-4.386056	-10.792049	7.432222	0.3975555	-0.4341387	0.4173136	-1	-1	22	-1
one of the main application of is calculating the areas of curved surfaces , calculating the volume of objects , and calculating the central point among other functions	856	-0.07814271	-0.010443947	-0.062342577	-4.336818	-11.199945	7.787292	0.3787947	-0.06631406	0.430435	-1	-1	-1	-1
is indicated on the balance sheet until its benefits are thoroughly exhausted	1654	-0.08732956	0.08138785	0.090122454	-8.263418	-13.043498	-2.5985603	0.5815107	0.8189856	0.0927304	27	3	12	30
, on the other hand , are nocturnal creatures . The creatures feed on meat , i.e. mice , rats , snakes , rabbits , and many more	169	-0.0829778	0.12226767	-0.104444176	-0.81774765	-2.4551263	19.083473	0.3003886	-0.524225	0.64415956	-1	-1	-1	-1
those for are Stuttering Foundation of America , International Stuttering Association , and European League of Stuttering Associations among others	897	0.10321322	0.21393117	-0.10261085	-0.418134	-17.519814	1.9051205	0.40081152	0.15611064	-0.2895463	1	22	-1	12
oppose gun control laws and believe that one should be able to obtain ammunitions with no registration . Republicans also strongly support the right of self - defense	1304	-0.016164672	-0.07635016	0.21205013	-10.492652	7.028858	-13.751058	-0.0011165743	-0.33680654	-0.01565307	18	10	21	28
this means is not thread-safe and can not be shared between multiple threads without proper synchronization code	472	0.0009173655	-0.02373126	0.08819597	12.823935	10.373835	-6.7485757	-0.46609107	-0.06753848	0.7646619	-1	20	-1	-1
, this compound can in its uncombusted form as well ; both as a liquid or as vapour . This occurs via leakage during handling , transportation , delivery , from storage tanks and from spills . This affects the environment because gasoline contains carcinogenic compounds such as benzene	181	-0.09414385	0.15530403	-0.058456674	-1.2332785	-2.8396556	19.753017	0.31787458	-0.5037452	0.61559135	-1	-1	-1	-1
is the study of the processes and phenomena of the atmosphere especially as a means of forecasting the weather	1625	0.057171345	-0.1028042	0.03248926	-3.2008843	11.776421	0.9673819	-0.19729656	0.22085084	-0.12131961	16	27	16	33
, it expands the monetary system , and as a result , financial institutions get funds at low - priced rates	200	0.09565423	-0.08028942	0.05855368	0.28570655	19.444014	-3.7742305	-0.09782282	0.35823408	0.92876077	16	8	-1	-1
for , the bulk of work is to merge two sub-lists which takes place after the sub-lists are sorted	866	0.19800937	0.09049479	0.034718208	5.291507	-10.994414	-11.684268	0.20801075	-0.49282098	0.6673602	-1	-1	-1	-1
believes that the God became a human being in the form of Jesus Christ and sacrificed his life to compensate the price for our sins	2090	-0.091276474	-0.0030525106	-0.10281717	-0.06706928	6.318359	9.558912	-0.33059788	-0.47296292	0.31044373	30	43	-1	-1
the climate of is tropical	334	-0.047019247	-0.049093746	0.059506435	-10.223266	13.940518	4.484638	-0.11528668	-0.5809763	0.746849	25	9	-1	15
normally show life issues and human emotions	719	-0.018715257	-0.078554176	-0.017690327	-0.37071818	3.842996	7.2984824	0.4735408	-0.3651872	0.61917067	-1	-1	22	-1
implies that two things are identical	1609	-0.0774286	-0.10269886	-0.026659071	2.681549	0.8423411	-6.2447987	0.58959275	0.761201	0.16006008	24	39	12	16
the is capable of handling and organizing several photographs	1593	0.0051169912	-0.13719307	0.09841564	-5.0387106	14.9303875	-15.51973	0.7315857	-0.7419342	0.20944695	20	12	-1	0
encompass many disciplines like : history , economics , political science , psychology , anthropology , geography , social science , sociology , archeology , and others	323	0.093192026	0.10871585	-0.07619142	-0.9538363	-15.317119	7.073426	0.3815493	-0.16645929	0.5657746	-1	-1	22	-1
has a connection to philosophy as it analyses fundamental ethical concepts	1655	-0.047712035	-0.13711321	0.22825246	-1.903718	7.6880875	-15.360096	0.09556325	0.38229015	0.74550605	-1	11	-1	18
performs aggregates while at the same time arranging data into columns to determine the average , summation , minimum results , and maximum results	1847	0.23137638	0.0025365239	0.01703863	10.018578	-6.1344733	-15.704772	0.23688515	0.5151843	0.4181683	-1	14	14	-1
ensures that all operations that are carried out to sort out data are done in either ascending or descending order . This means that the data will be displayed in a manner that is easy to read and understand	1778	0.24593468	-0.022718338	-0.028257951	10.728335	-6.5589585	-0.5175876	-0.5923004	0.10467795	-0.4026058	8	7	8	13
are not	11	0.041798152	-0.0076105264	0.12257905	-0.86046606	14.750848	-0.31126523	-0.202955	1.1230911	0.10858463	10	-1	-1	-1
is change in the climate of a region , which occurs over a long period	65	0.009615146	0.022723677	0.21627356	-6.1304135	-0.36690307	-13.599055	0.6692199	-0.89692414	0.9359613	2	-1	-1	-1
is a verb that means to squeeze or hold someone tightly in your arms . It is a means of expressing affection to a person or physical object . For example : He was seen hugging her . ‘ Hug ’ can also be used as a noun . For example : He was seen giving her a hug . The English word comes from an Old Norse word meaning to soothe or console and is related to other Old English words meaning to care for . The origins of ‘ hug ’ help explain the reasons why a person would hug another person , out of care , concern or affection	1897	0.2435572	-0.022677451	-0.027160157	10.011944	-7.3237767	-2.7492476	-0.59186405	0.29328406	-0.4034305	8	7	7	13
his can	451	-0.09755912	-0.00798596	-0.08471561	3.7959197	-0.39654374	15.225988	0.5038664	-0.42512473	0.33210117	30	36	22	38
, on the other hand , is n’t a common endocrine disease that manifests dehydration and hyponatremia . This is caused by brain trauma , tumors , injury , or even hematoma that ’s surrounding the brain . The manifestation is also the same as those of SIADH with dehydration , too much urination and urine output which is about 2.5 liters for 24 hours , extreme thirst , and an extreme craving for salty food	1444	-0.018962603	-0.048842162	-0.022484427	1.9877983	8.641937	-3.4762945	0.24317594	-0.21678181	0.41404542	-1	-1	22	-1
the lists Amazon ’s products and the products of other sites that are part of the Marketplace	1961	-0.14607507	0.1500051	-0.011081741	-8.630115	-13.074666	2.1543057	0.4522502	-0.050081253	0.012723088	23	3	-1	31
also makes a thorough study and observation of the man-made climate or global warming . It takes the sea surface temperatures which are called as SSTs . It can forward information regarding the advent of hurricane seasons and cyclones	381	0.054064613	-0.100823	0.028006954	-2.9716792	10.9255705	1.3866651	0.23723856	0.40286994	0.52918404	16	27	-1	33
keyword is used to define a union	999	-0.066956885	-0.029859086	0.15931033	-13.547296	10.250746	-11.174855	0.075828105	0.5263751	-0.18421736	-1	-1	-1	-1
support Roe vs Wade and believe that a woman should have the right to make her own decisions regarding her pregnancy and that the government has no right to get involved with any woman ’s pregnancy . Instead of eliminating abortion , Democrats want to reduce the number of unintended pregnancies by enhancing the level of sex education in all schools . An increased awareness would also reduce the number of cases of sexually transmitted diseases	170	-0.0155841205	-0.07687866	0.20786615	-10.954708	7.4884386	-13.484084	-0.0021849938	-0.34024763	-0.015518835	18	10	21	28
refers to the system and institution of governing and managing a certain society or country	1478	0.16133954	0.11569872	-0.12081224	0.6155947	-16.072596	5.080973	0.035569657	-0.69157857	0.65396106	-1	22	-1	-1
using clean energy sources , using new technologies , changing people\\u2019s behaviour or making older technology more energy-efficient are some strategies for	1775	-0.025080925	-0.10807452	-0.082588814	8.814612	10.0915575	-4.528901	0.40295824	-0.19636115	0.026205363	-1	-1	-1	-1
( the sort of knowledge which the craftsman and the engineer possess )	1830	-0.24642903	0.14899382	-0.07708984	-8.610224	-4.814481	14.224018	0.88355863	0.37115985	-0.049911525	-1	-1	-1	-1
strictly follow one of the four schools of thoughts or madhabs of fiqah or Islamic jurisprudence	1166	0.027896091	0.073912345	-0.04251436	1.6350265	-11.538697	-1.0342013	0.4996398	0.100968145	-0.26109344	14	5	-1	6
the ’s global recognition helped keep the mesh technology expanding when it began to stagnate	68	-0.04433727	-0.1012667	0.11952064	-5.181995	5.248601	-5.6294546	-0.30782422	-0.06653111	0.8041925	-1	30	10	36
liquid water	571	0.2474114	-0.022295952	-0.028794572	14.238927	-8.634874	1.0853127	-0.5954543	0.2924948	-0.4045153	8	7	7	13
general election	1501	0.2480369	-0.02212418	-0.02828344	11.751506	-9.518605	-3.2914417	-0.5913778	0.10579136	-0.40680268	8	7	8	13
is used in Canton and is the common language spoken by the overseas Chinese	1575	0.24193521	-0.032739714	-0.029207733	12.707231	-1.8610559	-1.1037469	-0.5926184	0.29071286	-0.22242348	8	7	-1	13
allows sellers to resell used and new items	1030	-0.10740108	0.13838014	-0.0015267773	-7.245097	-12.122832	2.0633206	0.5812991	0.020695003	0.2547264	23	3	-1	-1
requires a temporary array for merging two sub-arrays , whereas no additional array space is required for Quick Sort , making it more space efficient than Marge Sort	1320	0.20513476	0.0901736	0.030345285	5.3092866	-11.021669	-11.65438	0.21375655	-0.4982295	0.647386	-1	-1	-1	-1
with consumers facing an increasing number of choices , of an organization is always questioned	1084	-0.060890976	0.045771252	-0.16953273	0.84896433	-2.5540648	17.841673	0.39478317	-0.42944407	0.72696465	-1	-1	-1	-1
